,JokeId,JokeSentences
766,94,interview human resource person ask young engineer
767,94,person ask young engineer fresh stanford start
768,94,engineer fresh stanford start salary look engineer
769,94,start salary look engineer say neighborhood 125000
770,94,engineer say neighborhood 125000 year depend benefit
771,94,125000 year depend benefit package interviewer say
772,94,benefit package interviewer say package 5weeks vacation
773,94,say package 5weeks vacation 14 pay holiday
774,94,vacation 14 pay holiday medical dental company
775,94,holiday medical dental company match retirement fund
776,94,company match retirement fund 50 salary company
777,94,fund 50 salary company car lease 2
778,94,company car lease 2 year red corvette
779,94,2 year red corvette engineer sit straight
780,94,corvette engineer sit straight say wow kidding
781,94,straight say wow kidding interviewer reply yeah
782,94,reply yeah start
783,95,atom walk street atom say oh lose
784,95,atom say oh lose electron second atom
785,95,lose electron second atom saysare sure reply
786,95,sure reply positive
787,96,think criticize walk mile shoe criticize mile
788,96,mile away shoe
789,97,attorney go diner order drink produce sandwich
790,97,order drink produce sandwich briefcase start eat
791,97,sandwich briefcase start eat owner concern march
792,97,eat owner concern march tell eat sandwich
793,97,march tell eat sandwich attorney look shrugged
794,97,sandwich attorney look shrugged shoulder exchange sandwich
795,97,shoulder exchange sandwich
796,98,teacher explain class different language use negative
797,98,different language use negative differently say language
798,98,negative differently say language positive follow negative
799,98,language positive follow negative negative follow positive
800,98,negative negative follow positive make negative language
801,98,positive make negative language negative positive negative
802,98,language negative positive negative language positive negative
803,98,negative language positive negative student put hand
804,98,negative student put hand say yeah right
805,98,say yeah right
806,99,age womanhood 1 age 13 18 like
807,99,age 13 18 like africa virgin unexplore
808,99,like africa virgin unexplore 2 age 19
809,99,unexplore 2 age 19 35 like asia
810,99,19 35 like asia hot exotic 3
811,99,asia hot exotic 3 age 36 45
812,99,3 age 36 45 like america fully
813,99,45 like america fully explore breathtakingly beautifuland
814,99,fully explore breathtakingly beautifuland free resource 4
815,99,beautifuland free resource 4 age 46 56
816,99,4 age 46 56 like europe exhausted
817,99,56 like europe exhausted point interest 5
818,99,exhausted point interest 5 56 like australia
819,99,5 56 like australia everybody know give
820,99,know give damn
821,100,bus station bus stop train station train
822,100,stop train station train stops desk work
823,100,desk work station
