,JokeId,JokeSentences
1142,98,use negative differently say language
1143,98,language positive follow
1144,98,follow negative negative follow
1145,98,negative follow positive make
1146,98,positive make negative language
1147,98,language negative positive
1148,98,positive
1149,98,negative
1150,98,language positive
1151,98,positive negative
1152,98,student put hand
1153,98,hand say yeah right
1154,99,age womanhood 1 age
1155,99,age 13 18
1156,99,18 like africa virgin unexplore
1157,99,virgin unexplore 2 age
1158,99,age 19 35
1159,99,35 like asia hot exotic
1160,99,hot exotic 3 age
1161,99,age 36 45
1162,99,45 like america fully explore breathtakingly
1163,99,fully explore breathtakingly beautifuland free resource
1164,99,resource 4 age
1165,99,age 46 56
1166,99,56 like europe exhaust
1167,99,exhaust point interest 5
1168,99,interest 5 56 like
1169,99,like australia everybody know
1170,99,know give
1171,99,give damn
1172,100,bus station bus stop
1173,100,bus stop train station
1174,100,station train stop
1175,100,stops desk work
1176,100,work station
