Joke Number,Text
47,"confession ? '' `` Never Father , I"
47,"`` Never Father , I 'm Jewish ."
47,", I 'm Jewish . '' `` So"
47,"Jewish . '' `` So then , why"
47,"`` So then , why are you telling"
47,", why are you telling me ? ''"
47,you telling me ? '' `` I 'm
47,? '' `` I 'm telling everybody .
48,Did you hear that Clinton has announced there
48,that Clinton has announced there is a new
48,announced there is a new national bird ?
48,a new national bird ? The spread eagle
49,Q : What do Monica Lewinsky and Bob
49,do Monica Lewinsky and Bob Dole have in
49,and Bob Dole have in common ? A
49,have in common ? A : They were
49,? A : They were both upset when
49,They were both upset when Bill finished first
50,One Sunday morning William burst into the living
50,William burst into the living room and said
50,"the living room and said , `` Dad"
50,"and said , `` Dad ! Mom !"
50,`` Dad ! Mom ! I have some
50,Mom ! I have some great news for
50,have some great news for you ! I
50,news for you ! I am getting married
50,! I am getting married to the most
50,getting married to the most beautiful girl in
50,the most beautiful girl in town . She
50,girl in town . She lives a block
50,. She lives a block away and her
50,a block away and her name is Susan
50,and her name is Susan . '' After
50,"is Susan . '' After dinner , William"
50,"'' After dinner , William 's dad took"
50,", William 's dad took him aside ."
50,"dad took him aside . `` Son ,"
50,"aside . `` Son , I have to"
50,"Son , I have to talk with you"
50,have to talk with you . Your mother
50,with you . Your mother and I have
50,Your mother and I have been married 30
50,I have been married 30 years .. She
50,married 30 years .. She 's a wonderful
50,.. She 's a wonderful wife but she
50,a wonderful wife but she has never offered
50,but she has never offered much excitement in
50,"never offered much excitement in the bedroom ,"
50,"excitement in the bedroom , so I used"
50,"bedroom , so I used to fool around"
50,I used to fool around with women a
50,fool around with women a lot . Susan
50,women a lot . Susan is actually your
50,". Susan is actually your half-sister , and"
50,"actually your half-sister , and I 'm afraid"
50,", and I 'm afraid you ca n't"
50,'m afraid you ca n't marry her .
50,ca n't marry her . '' William was
50,her . '' William was heart-broken . After
50,William was heart-broken . After eight months he
50,. After eight months he eventually started dating
50,months he eventually started dating girls again .
50,started dating girls again . A year later
50,again . A year later he came home
50,year later he came home and very proudly
50,"came home and very proudly announced , ``"
50,"very proudly announced , `` Dianne said yes"
50,", `` Dianne said yes ! We 're"
50,said yes ! We 're getting married in
50,We 're getting married in June . ''
50,married in June . '' Again his father
50,. '' Again his father insisted on another
50,his father insisted on another private conversation and
50,on another private conversation and broke the sad
50,conversation and broke the sad news . ``
50,the sad news . `` Dianne is your
50,". `` Dianne is your half-sister too ,"
50,"is your half-sister too , William . I"
50,"too , William . I 'm awfully sorry"
50,. I 'm awfully sorry about this .
50,awfully sorry about this . '' William was
50,this . '' William was furious ! He
50,William was furious ! He finally decided to
50,! He finally decided to go to his
50,decided to go to his mother with the
50,to his mother with the news . ``
50,with the news . `` Dad has done
50,. `` Dad has done so much harm
50,has done so much harm .. I guess
50,much harm .. I guess I 'm never
50,I guess I 'm never going to get
50,"'m never going to get married , ''"
50,"to get married , '' he complained ."
50,", '' he complained . `` Every time"
50,complained . `` Every time I fall in
50,"Every time I fall in love , Dad"
50,"fall in love , Dad tells me the"
50,", Dad tells me the girl is my"
50,me the girl is my half-sister . ''
50,is my half-sister . '' His mother just
50,. '' His mother just shook her head
50,mother just shook her head . `` Do
50,her head . `` Do n't pay any
50,`` Do n't pay any attention to what
50,"pay any attention to what he says ,"
50,"to what he says , dear . He"
50,"says , dear . He 's not really"
50,. He 's not really your father .
51,"The Pope dies and , naturally , goes"
51,"and , naturally , goes to heaven ."
51,", goes to heaven . He 's met"
51,heaven . He 's met by the reception
51,"'s met by the reception committee , and"
51,"the reception committee , and after a whirlwind"
51,", and after a whirlwind tour he is"
51,a whirlwind tour he is told that he
51,he is told that he can enjoy any
51,that he can enjoy any of the myriad
51,enjoy any of the myriad of recreations available
51,the myriad of recreations available . He decides
51,recreations available . He decides that he wants
51,He decides that he wants to read all
51,he wants to read all of the ancient
51,read all of the ancient original text of
51,the ancient original text of the Holy Scriptures
51,"text of the Holy Scriptures , so he"
51,"Holy Scriptures , so he spends the next"
51,so he spends the next eon or so
51,the next eon or so learning languages .
51,or so learning languages . After becoming a
51,"languages . After becoming a linguistic master ,"
51,"becoming a linguistic master , he sits down"
51,"master , he sits down in the library"
51,sits down in the library and begins to
51,the library and begins to pour over every
51,begins to pour over every version of the
51,"over every version of the Bible , working"
51,"of the Bible , working back from most"
51,", working back from most recent `` Easy"
51,from most recent `` Easy Reading '' to
51,`` Easy Reading '' to the original script
51,'' to the original script . All of
51,original script . All of a sudden there
51,All of a sudden there is a scream
51,sudden there is a scream in the library
51,a scream in the library . The Angels
51,the library . The Angels come running in
51,The Angels come running in only to find
51,running in only to find the Pope huddled
51,to find the Pope huddled in his chair
51,"Pope huddled in his chair , crying to"
51,"his chair , crying to himself and muttering"
51,"crying to himself and muttering , `` An"
51,"and muttering , `` An ' R '"
51,`` An ' R ' ! The scribes
51,R ' ! The scribes left out the
51,The scribes left out the ' R '
51,out the ' R ' . '' A
51,R ' . '' A particularly concerned Angel
51,'' A particularly concerned Angel takes him aside
51,"concerned Angel takes him aside , offering comfort"
51,"him aside , offering comfort , asks him"
51,"offering comfort , asks him what the problem"
51,asks him what the problem is and what
51,the problem is and what does he mean
51,and what does he mean . After collecting
51,"he mean . After collecting his wits ,"
51,"After collecting his wits , the Pope sobs"
51,"wits , the Pope sobs again , ``"
51,"Pope sobs again , `` It 's the"
51,", `` It 's the letter ' R"
51,'s the letter ' R ' . They
51,' R ' . They left out the
51,. They left out the ' R '
51,out the ' R ' . The word
51,R ' . The word was supposed to
51,The word was supposed to be CELEBRATE !
52,"A woman has twins , and gives them"
52,"twins , and gives them up for adoption"
52,gives them up for adoption . One of
52,for adoption . One of them goes to
52,One of them goes to a family in
52,goes to a family in Egypt and is
52,family in Egypt and is named `` Amal
52,and is named `` Amal . '' The
52,`` Amal . '' The other goes to
52,'' The other goes to a family in
52,goes to a family in Spain ; they
52,family in Spain ; they name him ``
52,; they name him `` Juan . ''
52,"him `` Juan . '' Years later ,"
52,". '' Years later , Juan sends a"
52,"later , Juan sends a picture of himself"
52,sends a picture of himself to his mom
52,of himself to his mom . Upon receiving
52,"his mom . Upon receiving the picture ,"
52,"Upon receiving the picture , she tells her"
52,"picture , she tells her husband that she"
52,tells her husband that she wishes she also
52,that she wishes she also had a picture
52,she also had a picture of Amal .
52,a picture of Amal . Her husband responds
52,"Amal . Her husband responds , `` But"
52,"husband responds , `` But they are twins-if"
52,`` But they are twins-if you 've seen
52,"are twins-if you 've seen Juan , you"
52,"'ve seen Juan , you 've seen Amal"
53,A man and Cindy Crawford get stranded on
53,Cindy Crawford get stranded on a desert island
53,stranded on a desert island . After a
53,desert island . After a couple of days
53,After a couple of days they fall in
53,of days they fall in love and start
53,fall in love and start sleeping together .
53,and start sleeping together . Time pass the
53,together . Time pass the man seems frustrated
53,"pass the man seems frustrated , Cindy asks"
53,"seems frustrated , Cindy asks if there is"
53,Cindy asks if there is anything she can
53,there is anything she can do ? He
53,she can do ? He says there is
53,"? He says there is one thing ,"
53,"there is one thing , `` Could you"
53,"thing , `` Could you put on this"
53,Could you put on this baseball cap and
53,on this baseball cap and go to the
53,cap and go to the other side of
53,to the other side of the island and
53,side of the island and answer me when
53,island and answer me when I call you
53,me when I call you Bob ? ''
53,call you Bob ? '' She agrees .
53,? '' She agrees . Next day he
53,agrees . Next day he is walking on
53,day he is walking on the other side
53,walking on the other side of the island
53,"other side of the island , runs into"
53,"the island , runs into her and says"
53,runs into her and says `` Hi Bob
53,and says `` Hi Bob ! '' She
53,Hi Bob ! '' She says `` Hello
53,"'' She says `` Hello , what 's"
53,"`` Hello , what 's up ? ''"
53,what 's up ? '' He replies :
53,? '' He replies : `` Bob you
53,replies : `` Bob you wo n't believe
53,Bob you wo n't believe it : I
53,n't believe it : I 've been sleeping
53,: I 've been sleeping with Cindy Crawford
53,been sleeping with Cindy Crawford for the past
53,Cindy Crawford for the past two weeks !
53,the past two weeks ! ! ! !
54,Why are there so many Jones 's in
54,so many Jones 's in the phone book
54,'s in the phone book ? Because they
54,phone book ? Because they all have phones
55,How many teddybears does it take to change
55,does it take to change a lightbulb ?
55,to change a lightbulb ? It takes only
55,"lightbulb ? It takes only one teddybear ,"
55,"takes only one teddybear , but it takes"
55,"teddybear , but it takes a whole lot"
55,it takes a whole lot of lightbulbs .
56,The Chukcha ( Russian Eskimo ) phones up
56,Russian Eskimo ) phones up the Russian Parliament
56,phones up the Russian Parliament Building . A
56,Russian Parliament Building . A guard answers .
56,. A guard answers . Chukcha : ``
56,answers . Chukcha : `` What is required
56,: `` What is required to become Parliament
56,is required to become Parliament member ? ''
56,become Parliament member ? '' Guard : ``
56,? '' Guard : `` What are you
56,": `` What are you , an idiot"
56,"are you , an idiot ? '' Chukcha"
56,an idiot ? '' Chukcha : `` Is
56,'' Chukcha : `` Is it required ?
57,Bill & Hillary are on a trip back
57,are on a trip back to Arkansas .
57,trip back to Arkansas . They 're almost
57,Arkansas . They 're almost out of gas
57,"'re almost out of gas , so Bill"
57,"of gas , so Bill pulls into a"
57,so Bill pulls into a service station on
57,into a service station on the outskirts of
57,station on the outskirts of town . The
57,outskirts of town . The attendant runs out
57,. The attendant runs out of the station
57,runs out of the station to serve them
57,the station to serve them when Hillary realizes
57,serve them when Hillary realizes it 's an
57,Hillary realizes it 's an old boyfriend from
57,'s an old boyfriend from high school .
57,boyfriend from high school . She and the
57,school . She and the attendant chat as
57,and the attendant chat as he gases up
57,chat as he gases up their car and
57,gases up their car and cleans the windows
57,car and cleans the windows . Then they
57,the windows . Then they all say good-bye
57,Then they all say good-bye . As Bill
57,say good-bye . As Bill pulls the car
57,As Bill pulls the car onto the road
57,"the car onto the road , he turns"
57,"the road , he turns to Hillary and"
57,"he turns to Hillary and says , 'Now"
57,"Hillary and says , 'Now are n't you"
57,", 'Now are n't you glad you married"
57,n't you glad you married me and not
57,you married me and not him ? You
57,and not him ? You could 've been
57,? You could 've been the wife of
57,'ve been the wife of a grease monkey
57,wife of a grease monkey ! ' To
57,grease monkey ! ' To which Hillary replied
57,"' To which Hillary replied , 'No ,"
57,"Hillary replied , 'No , Bill . If"
57,"'No , Bill . If I would have"
57,". If I would have married him ,"
57,"would have married him , you 'd be"
57,"him , you 'd be pumping gas and"
57,'d be pumping gas and he would be
57,gas and he would be the President !
58,What did the Buddhist say to the hot
58,Buddhist say to the hot dog vendor ?
58,the hot dog vendor ? Make me one
58,vendor ? Make me one with everything .
59,"During a recent publicity outing , Hillary sneaked"
59,"publicity outing , Hillary sneaked off to visit"
59,Hillary sneaked off to visit a fortune teller
59,to visit a fortune teller of some local
59,fortune teller of some local repute . In
59,some local repute . In a dark and
59,". In a dark and hazy room ,"
59,"dark and hazy room , peering into a"
59,"room , peering into a crystal ball ,"
59,"into a crystal ball , the mystic delivered"
59,"ball , the mystic delivered grave news ."
59,mystic delivered grave news . `` There 's
59,news . `` There 's no easy way
59,There 's no easy way to say this
59,"easy way to say this , so I"
59,"say this , so I 'll just be"
59,so I 'll just be blunt : Prepare
59,just be blunt : Prepare yourself to be
59,: Prepare yourself to be a widow .
59,to be a widow . Your husband will
59,widow . Your husband will die a violent
59,husband will die a violent and horrible death
59,a violent and horrible death this year .
59,horrible death this year . '' Visibly shaken
59,"year . '' Visibly shaken , Hillary stared"
59,"Visibly shaken , Hillary stared at the woman"
59,Hillary stared at the woman 's lined face
59,"the woman 's lined face , then at"
59,"lined face , then at the single flickering"
59,"then at the single flickering candle , then"
59,"single flickering candle , then down at her"
59,", then down at her hands . She"
59,at her hands . She took a few
59,. She took a few deep breaths to
59,a few deep breaths to compose herself .
59,breaths to compose herself . She simply had
59,herself . She simply had to know .
59,simply had to know . She met the
59,know . She met the fortune teller 's
59,"met the fortune teller 's gaze , steadied"
59,"teller 's gaze , steadied her voice ,"
59,", steadied her voice , and asked her"
59,"voice , and asked her question . ``"
59,asked her question . `` Will I be
59,. `` Will I be acquitted ? ''
60,A group of managers were given the assignment
60,managers were given the assignment to measure the
60,the assignment to measure the height of a
60,measure the height of a flagpole . So
60,of a flagpole . So they go out
60,. So they go out to the flagpole
60,go out to the flagpole with ladders and
60,"the flagpole with ladders and tape measures ,"
60,"ladders and tape measures , and they 're"
60,"measures , and they 're falling off the"
60,"they 're falling off the ladders , dropping"
60,"off the ladders , dropping the tape measures"
60,", dropping the tape measures - the whole"
60,tape measures - the whole thing is just
60,the whole thing is just a mess .
60,is just a mess . An engineer comes
60,mess . An engineer comes along and sees
60,engineer comes along and sees what they 're
60,and sees what they 're trying to do
60,"they 're trying to do , walks over"
60,"to do , walks over , pulls the"
60,"walks over , pulls the flagpole out of"
60,"pulls the flagpole out of the ground ,"
60,"out of the ground , lays it flat"
60,"ground , lays it flat , measures it"
60,"it flat , measures it from end to"
60,"measures it from end to end , gives"
60,"end to end , gives the measurement to"
60,", gives the measurement to one of the"
60,measurement to one of the managers and walks
60,of the managers and walks away . After
60,and walks away . After the engineer has
60,". After the engineer has gone , one"
60,"engineer has gone , one manager turns to"
60,", one manager turns to another and laughs"
60,turns to another and laughs . `` Is
60,and laughs . `` Is n't that just
60,`` Is n't that just like an engineer
60,"that just like an engineer , we 're"
60,"an engineer , we 're looking for the"
60,we 're looking for the height and he
60,for the height and he gives us the
60,and he gives us the length . ''
61,"An engineer , a physicist and a mathematician"
61,a physicist and a mathematician are sleeping in
61,a mathematician are sleeping in a room .
61,sleeping in a room . There is a
61,room . There is a fire in the
61,is a fire in the room . The
61,in the room . The engineer wakes up
61,". The engineer wakes up , sees the"
61,"wakes up , sees the fire , picks"
61,"sees the fire , picks up the bucket"
61,", picks up the bucket of water and"
61,the bucket of water and douses the fire
61,water and douses the fire and goes back
61,the fire and goes back to sleep .
61,goes back to sleep . Again there is
61,sleep . Again there is fire in the
61,there is fire in the room . This
61,"in the room . This time , the"
61,". This time , the physicist wakes up"
61,", the physicist wakes up , notices the"
61,"wakes up , notices the bucket , fills"
61,"notices the bucket , fills it with water"
61,", fills it with water , calculates the"
61,"with water , calculates the optimal trajectory and"
61,calculates the optimal trajectory and douses the fire
61,trajectory and douses the fire in minimum amount
61,the fire in minimum amount of water and
61,minimum amount of water and goes back to
61,water and goes back to sleep . Again
61,back to sleep . Again there is fire
61,. Again there is fire . This time
61,is fire . This time the mathematician wakes
61,This time the mathematician wakes up . He
61,mathematician wakes up . He looks at the
61,". He looks at the fire , looks"
61,"at the fire , looks at the bucket"
61,", looks at the bucket and the water"
61,"the bucket and the water and exclaims ,"
61,"the water and exclaims , `` A solution"
61,"exclaims , `` A solution exists '' and"
61,A solution exists '' and goes back to
62,What is the rallying cry of the International
62,rallying cry of the International Dyslexic Pride movement
62,the International Dyslexic Pride movement ? Dyslexics Untie
63,Two Rednecks were seated at the end of
63,seated at the end of a bar when
63,end of a bar when a young lady
63,bar when a young lady seated a few
63,young lady seated a few stools up began
63,a few stools up began to choke on
63,up began to choke on a piece of
63,choke on a piece of hamburger . She
63,piece of hamburger . She was turning blue
63,. She was turning blue and obviously in
63,turning blue and obviously in serious respiratory distress
63,obviously in serious respiratory distress . One said
63,respiratory distress . One said to the other
63,"One said to the other , `` That"
63,"the other , `` That gal there is"
63,`` That gal there is having a bad
63,there is having a bad time ! ''
63,a bad time ! '' The other agreed
63,! '' The other agreed and said ``
63,other agreed and said `` Think we should
63,said `` Think we should go help ?
63,we should go help ? '' `` You
63,"help ? '' `` You bet , ''"
63,"`` You bet , '' said the first"
63,", '' said the first , and with"
63,"the first , and with that , he"
63,"and with that , he ran over and"
63,", he ran over and said , ``"
63,"over and said , `` Can you breathe"
63,", `` Can you breathe ? ? ''"
63,you breathe ? ? '' She shook her
63,? '' She shook her head no .
63,"shook her head no . He said ,"
63,"no . He said , `` Can you"
63,"said , `` Can you speak ? ?"
63,Can you speak ? ? '' She again
63,? ? '' She again shook her head
63,She again shook her head no . With
63,"her head no . With that , he"
63,". With that , he pulled up her"
63,", he pulled up her skirt and licked"
63,up her skirt and licked her on the
63,and licked her on the butt . She
63,on the butt . She was so shocked
63,". She was so shocked , she coughed"
63,"so shocked , she coughed up the obstruction"
63,she coughed up the obstruction and began to
63,the obstruction and began to breathe-with great relief
63,began to breathe-with great relief . The redneck
63,great relief . The redneck walked back to
63,The redneck walked back to his friend and
63,"back to his friend and said , ``"
63,"friend and said , `` Funny how that"
63,", `` Funny how that hind lick maneuver"
63,how that hind lick maneuver always works .
64,A lawyer opened the door of his BMW
64,"the door of his BMW , when suddenly"
64,"his BMW , when suddenly a car came"
64,when suddenly a car came along and hit
64,"car came along and hit the door ,"
64,"and hit the door , ripping it off"
64,"door , ripping it off completely . When"
64,it off completely . When the police arrived
64,. When the police arrived at the scene
64,"police arrived at the scene , the lawyer"
64,"the scene , the lawyer was complaining bitterly"
64,the lawyer was complaining bitterly about the damage
64,complaining bitterly about the damage to his precious
64,the damage to his precious BMW . ``
64,"his precious BMW . `` Officer , look"
64,". `` Officer , look what they 've"
64,", look what they 've done to my"
64,they 've done to my Beeeeemer ! !
64,"to my Beeeeemer ! ! ! `` ,"
64,"! ! ! `` , he whined ."
64,"`` , he whined . `` You lawyers"
64,whined . `` You lawyers are so materialistic
64,"You lawyers are so materialistic , you make"
64,"so materialistic , you make me sick !"
64,you make me sick ! ! ! ''
64,sick ! ! ! '' retorted the officer
64,! '' retorted the officer . `` You
64,the officer . `` You 're so worried
64,`` You 're so worried about your stupid
64,"so worried about your stupid BMW , that"
64,"your stupid BMW , that you did n't"
64,", that you did n't even notice that"
64,did n't even notice that your left arm
64,notice that your left arm was ripped off
64,left arm was ripped off ! ! !
64,ripped off ! ! ! '' `` Oh
64,! ! '' `` Oh my gaaaad ...
64,"`` Oh my gaaaad ... '' , replied"
64,"gaaaad ... '' , replied the lawyer ,"
64,", replied the lawyer , finally noticing the"
64,"lawyer , finally noticing the bloody left shoulder"
64,noticing the bloody left shoulder where his arm
64,left shoulder where his arm once was .
64,his arm once was . `` Where 's
64,was . `` Where 's my Rolex ?
64,Where 's my Rolex ? ? ? !
64,Rolex ? ? ? ! ! ! !
65,"Once upon a time , two brooms fell"
65,"time , two brooms fell in love and"
65,brooms fell in love and decided to get
65,love and decided to get married . Before
65,"to get married . Before the ceremony ,"
65,". Before the ceremony , the bride broom"
65,"ceremony , the bride broom informed the groom"
65,bride broom informed the groom broom that she
65,the groom broom that she was expecting a
65,that she was expecting a little whiskbroom .
65,expecting a little whiskbroom . The groom broom
65,whiskbroom . The groom broom was aghast !
65,groom broom was aghast ! `` How is
65,aghast ! `` How is this possible ?
65,How is this possible ? '' he asked
65,possible ? '' he asked . `` We
65,he asked . `` We 've never swept
66,A man piloting a hot air balloon discovers
66,a hot air balloon discovers he has wandered
66,balloon discovers he has wandered off course and
66,has wandered off course and is hopelessly lost
66,course and is hopelessly lost . He descends
66,hopelessly lost . He descends to a lower
66,He descends to a lower altitude and locates
66,a lower altitude and locates a man down
66,and locates a man down on the ground
66,man down on the ground . He lowers
66,the ground . He lowers the balloon further
66,He lowers the balloon further and shouts ``
66,"balloon further and shouts `` Excuse me ,"
66,"shouts `` Excuse me , can you tell"
66,"me , can you tell me where I"
66,you tell me where I am ? ''
66,where I am ? '' The man below
66,? '' The man below says : ``
66,"man below says : `` Yes , you"
66,": `` Yes , you 're in a"
66,", you 're in a hot air balloon"
66,"in a hot air balloon , about 30"
66,"air balloon , about 30 feet above this"
66,about 30 feet above this field . ''
66,above this field . '' `` You must
66,. '' `` You must work in Information
66,"You must work in Information Technology , ''"
66,"in Information Technology , '' says the balloonist"
66,", '' says the balloonist . `` Yes"
66,"the balloonist . `` Yes I do ,"
66,"`` Yes I do , '' replies the"
66,"do , '' replies the man . ``"
66,replies the man . `` And how did
66,. `` And how did you know that
66,how did you know that ? '' ``
66,"know that ? '' `` Well , ''"
66,"'' `` Well , '' says the balloonist"
66,", '' says the balloonist , `` what"
66,"the balloonist , `` what you told me"
66,`` what you told me is technically correct
66,"told me is technically correct , but of"
66,"technically correct , but of no use to"
66,but of no use to anyone . ''
66,use to anyone . '' The man below
66,". '' The man below says , ``"
66,"man below says , `` You must work"
66,", `` You must work in management ."
66,must work in management . '' `` I
66,"management . '' `` I do , ''"
66,"`` I do , '' replies the balloonist"
66,", '' replies the balloonist , `` how"
66,"the balloonist , `` how did you know"
66,`` how did you know ? '' ``
66,"you know ? '' `` Well , ''"
66,"'' `` Well , '' says the man"
66,", '' says the man , `` you"
66,"the man , `` you do n't know"
66,`` you do n't know where you are
66,"n't know where you are , or where"
66,"you are , or where you 're going"
66,"or where you 're going , but you"
66,"'re going , but you expect my immediate"
66,but you expect my immediate help . You
66,my immediate help . You 're in the
66,. You 're in the same position you
66,in the same position you were before we
66,"position you were before we met , but"
66,"before we met , but now it 's"
66,", but now it 's my fault !"
67,"This guys wife asks , `` Honey if"
67,"asks , `` Honey if I died would"
67,Honey if I died would you remarry ?
67,died would you remarry ? '' and he
67,"remarry ? '' and he replies , ``"
67,"and he replies , `` Well , after"
67,", `` Well , after a considerable period"
67,", after a considerable period of grieving ,"
67,"considerable period of grieving , we all need"
67,"grieving , we all need companionship , I"
67,"all need companionship , I guess I would"
67,", I guess I would . '' She"
67,"I would . '' She then asks ,"
67,"'' She then asks , `` If I"
67,"asks , `` If I died and you"
67,"If I died and you remarried , would"
67,"and you remarried , would she live in"
67,", would she live in this house ?"
67,live in this house ? '' and he
67,"house ? '' and he replies , ``"
67,"and he replies , `` We 've spent"
67,", `` We 've spent a lot of"
67,'ve spent a lot of time and money
67,lot of time and money getting this house
67,and money getting this house just the way
67,this house just the way we want it
67,the way we want it . I 'm
67,want it . I 'm not going to
67,I 'm not going to get rid of
67,"going to get rid of my house ,"
67,"rid of my house , I guess she"
67,"house , I guess she would . ''"
67,guess she would . '' `` If I
67,. '' `` If I died and you
67,"If I died and you remarried , and"
67,"and you remarried , and she lived in"
67,", and she lived in this house ,"
67,"lived in this house , would she sleep"
67,"house , would she sleep in our bed"
67,she sleep in our bed ? '' and
67,"our bed ? '' and he says ,"
67,"'' and he says , `` That bed"
67,"says , `` That bed is brand new"
67,"That bed is brand new , we just"
67,"brand new , we just paid two thousand"
67,we just paid two thousand dollars for it
67,"two thousand dollars for it , it 's"
67,"for it , it 's going to last"
67,it 's going to last a long time
67,"to last a long time , I guess"
67,"long time , I guess she would ."
67,I guess she would . '' So she
67,"would . '' So she asks , ``"
67,"So she asks , `` If I died"
67,", `` If I died and you remarried"
67,"I died and you remarried , and she"
67,"you remarried , and she lived in this"
67,"and she lived in this house , and"
67,"in this house , and slept in our"
67,", and slept in our bed , would"
67,"in our bed , would she use my"
67,", would she use my golf clubs ?"
67,use my golf clubs ? '' `` Oh
67,"clubs ? '' `` Oh no , she"
67,"`` Oh no , she 's left handed"
68,How many feminists does it take to screw
68,does it take to screw in a light
68,to screw in a light bulb ? That
68,a light bulb ? That 's not funny
69,Employer to applicant : `` In this job
69,: `` In this job we need someone
69,this job we need someone who is responsible
69,need someone who is responsible . '' Applicant
69,is responsible . '' Applicant : `` I
69,'' Applicant : `` I 'm the one
69,`` I 'm the one you want .
69,the one you want . On my last
69,"want . On my last job , every"
69,"my last job , every time anything went"
69,", every time anything went wrong , they"
69,"anything went wrong , they said I was"
69,", they said I was responsible . ''"
70,At a recent Sacramento PC Users Group meeting
70,"Sacramento PC Users Group meeting , a company"
70,"Group meeting , a company was demonstrating its"
70,a company was demonstrating its latest speech- recognition
70,demonstrating its latest speech- recognition software . A
70,speech- recognition software . A representative from the
70,. A representative from the company was just
70,from the company was just about ready to
70,was just about ready to start the demonstration
70,ready to start the demonstration and asked everyone
70,the demonstration and asked everyone in the room
70,asked everyone in the room to quiet down
70,the room to quiet down . Just then
70,quiet down . Just then someone in the
70,Just then someone in the back of the
70,"in the back of the room yelled ,"
70,"of the room yelled , `` Format C"
70,"yelled , `` Format C : Return ."
70,Format C : Return . '' Someone else
70,Return . '' Someone else chimed in :
70,"Someone else chimed in : `` Yes ,"
70,"in : `` Yes , Return '' Unfortunately"
70,"Yes , Return '' Unfortunately , the software"
71,"On the first day of college , the"
71,"day of college , the Dean addressed the"
71,", the Dean addressed the students , pointing"
71,"addressed the students , pointing out some of"
71,", pointing out some of the rules :"
71,some of the rules : `` The female
71,rules : `` The female dormitory will be
71,The female dormitory will be out-of-bounds for all
71,will be out-of-bounds for all male students and
71,for all male students and the male dormitory
71,students and the male dormitory to the female
71,male dormitory to the female students . Anybody
71,the female students . Anybody caught breaking this
71,. Anybody caught breaking this rule will be
71,breaking this rule will be finded $ 20
71,will be finded $ 20 the first time
71,$ 20 the first time . '' He
71,"first time . '' He continued , ``"
71,"'' He continued , `` Anybody caught breaking"
71,", `` Anybody caught breaking this rule the"
71,caught breaking this rule the second time will
71,rule the second time will be fined $
71,time will be fined $ 60 . Being
71,fined $ 60 . Being caught a third
71,. Being caught a third time will cost
71,a third time will cost you a fine
71,will cost you a fine of $ 180
71,a fine of $ 180 . Are there
71,$ 180 . Are there any questions ?
71,Are there any questions ? '' At this
71,"questions ? '' At this point , a"
71,"At this point , a male student in"
71,", a male student in the crowd inquired"
71,student in the crowd inquired : `` How
71,crowd inquired : `` How much for a
71,`` How much for a season pass ?
72,Q : What is the difference between George
72,"is the difference between George Washington , Richard"
72,"between George Washington , Richard Nixon , and"
72,", Richard Nixon , and Bill Clinton ?"
72,", and Bill Clinton ? A : Washington"
72,Clinton ? A : Washington could n't tell
72,": Washington could n't tell a lie ,"
72,"n't tell a lie , Nixon could n't"
72,"lie , Nixon could n't tell the truth"
72,"could n't tell the truth , and Clinton"
72,"the truth , and Clinton does n't know"
72,and Clinton does n't know the difference .
73,Q : How many stalkers does it take
73,many stalkers does it take to change a
73,it take to change a light bulb ?
73,change a light bulb ? A : Two
73,bulb ? A : Two . One to
73,: Two . One to replace the bulb
73,"One to replace the bulb , and the"
73,"the bulb , and the other to watch"
73,and the other to watch it day and
74,Q : Do you know the difference between
74,you know the difference between an intelligent male
74,difference between an intelligent male and the Sasquatch
74,intelligent male and the Sasquatch ? A :
74,the Sasquatch ? A : There have been
74,A : There have been actual reported sightings
74,have been actual reported sightings of the Sasquatch
75,There once was a man and a woman
75,a man and a woman that both got
75,a woman that both got in a terrible
75,both got in a terrible car wreck .
75,a terrible car wreck . Both of their
75,wreck . Both of their vehicles were completely
75,"of their vehicles were completely destroyed , buy"
75,"were completely destroyed , buy fortunately , no"
75,", buy fortunately , no one was hurt"
75,", no one was hurt . In thankfulness"
75,"was hurt . In thankfulness , the woman"
75,"In thankfulness , the woman said to the"
75,"the woman said to the man , 'We"
75,"to the man , 'We are both okay"
75,", 'We are both okay , so we"
75,"both okay , so we should celebrate ."
75,so we should celebrate . I have a
75,celebrate . I have a bottle of wine
75,have a bottle of wine in my car
75,"of wine in my car , let 's"
75,"my car , let 's open it ."
75,let 's open it . ' So the
75,it . ' So the woman got the
75,So the woman got the bottleout of the
75,"got the bottleout of the car , and"
75,"of the car , and handed it to"
75,", and handed it to the man ."
75,it to the man . The man took
75,man . The man took a really big
75,"man took a really big drink , and"
75,"really big drink , and handed the woman"
75,", and handed the woman the bottle ."
75,the woman the bottle . The woman closed
75,bottle . The woman closed the bottle and
75,woman closed the bottle and put it down
75,bottle and put it down . The man
75,"it down . The man asked , 'Are"
75,"The man asked , 'Are n't you going"
75,", 'Are n't you going to take a"
75,you going to take a drink ? '
75,take a drink ? ' The woman cleverly
75,"? ' The woman cleverly replied , 'No"
75,"woman cleverly replied , 'No , I think"
75,", 'No , I think I 'll just"
75,I think I 'll just wait for the
75,'ll just wait for the cops to get
75,for the cops to get here . '
76,If pro- is the opposite of con- then
76,the opposite of con- then congress must be
76,con- then congress must be the opposite of
77,Q : What 's the difference between the
77,'s the difference between the government and the
77,between the government and the Mafia ? A
77,and the Mafia ? A : One of
77,? A : One of them is organized
