JokeId,JokeSentences,Average Rating
64,bmw officer look,-0.716813562169275
64,beeeeemer whine,-0.716813562169275
64,whine lawyer materialistic,-0.716813562169275
64,materialistic sick retort,-0.716813562169275
64,sick retort officer worry,-0.716813562169275
64,worry stupid bmw,-0.716813562169275
64,stupid bmw notice,-0.716813562169275
64,notice leave arm,-0.716813562169275
64,leave arm rip oh gaaaad,-0.716813562169275
64,oh gaaaad reply lawyer finally notice,-0.716813562169275
64,lawyer finally notice bloody left shoulder,-0.716813562169275
64,leave shoulder arm,-0.716813562169275
64,rolex,-0.716813562169275
65,time broom fall,1.990444327926526
65,broom fall love decide,1.990444327926526
65,decide married ceremony,1.990444327926526
65,ceremony bride broom inform groom,1.990444327926526
65,inform groom broom expect,1.990444327926526
65,expect little whiskbroom groom,1.990444327926526
65,whiskbroom groom broom aghast,1.990444327926526
65,aghast possible ask,1.990444327926526
65,sweep,1.990444327926526
66,man pilot hot air balloon discover,2.443099103865613
66,air balloon discover wandered course,2.443099103865613
66,wander course hopelessly lose,2.443099103865613
66,hopelessly lose descend low altitude,2.443099103865613
66,low altitude locate man,2.443099103865613
66,man ground lower,2.443099103865613
66,ground lower balloon shout,2.443099103865613
66,shout excuse tell,2.443099103865613
66,tell,2.443099103865613
66,man say yes,2.443099103865613
66,say yes hot air,2.443099103865613
66,hot air balloon 30 foot,2.443099103865613
66,30 foot field work,2.443099103865613
66,work information technology say,2.443099103865613
66,technology say balloonist yes reply,2.443099103865613
66,reply man,2.443099103865613
66,know say,2.443099103865613
66,say balloonist tell,2.443099103865613
66,tell technically correct,2.443099103865613
66,technically correct use,2.443099103865613
66,use man say,2.443099103865613
66,say work management,2.443099103865613
66,management reply balloonist,2.443099103865613
66,balloonist know say,2.443099103865613
66,know say man,2.443099103865613
66,know,2.443099103865613
66,go,2.443099103865613
66,going expect immediate help,2.443099103865613
66,immediate help,2.443099103865613
66,position,2.443099103865613
66,meet,2.443099103865613
66,fault,2.443099103865613
67,guy wife ask honey die,-0.9082790581855408
67,die remarry,-0.9082790581855408
67,remarry reply considerable,-0.9082790581855408
67,considerable period grieve,-0.9082790581855408
67,grieve need companionship guess,-0.9082790581855408
67,guess ask,-0.9082790581855408
67,ask die remarry,-0.9082790581855408
67,remarry live,-0.9082790581855408
67,live house reply,-0.9082790581855408
67,reply spend lot,-0.9082790581855408
67,lot time money get,-0.9082790581855408
67,money get house way,-0.9082790581855408
67,way want,-0.9082790581855408
67,go rid,-0.9082790581855408
67,rid house guess,-0.9082790581855408
67,guess die,-0.9082790581855408
67,die remarry live,-0.9082790581855408
67,live house,-0.9082790581855408
67,house sleep bed,-0.9082790581855408
67,bed say bed,-0.9082790581855408
67,bed brand new pay,-0.9082790581855408
67,pay thousand dollar,-0.9082790581855408
67,dollar go,-0.9082790581855408
67,go long time guess,-0.9082790581855408
67,time guess ask,-0.9082790581855408
67,ask die,-0.9082790581855408
67,die remarry live,-0.9082790581855408
67,live house sleep,-0.9082790581855408
67,sleep bed use,-0.9082790581855408
67,use golf club oh,-0.9082790581855408
67,leave handed,-0.9082790581855408
68,feminist screw,2.411570557822231
68,screw light bulb,2.411570557822231
68,bulb funny,2.411570557822231
69,employer applicant job need,2.279410667909702
69,job need responsible applicant,2.279410667909702
69,responsible applicant,2.279410667909702
69,want job,2.279410667909702
69,job time go wrong,2.279410667909702
69,go wrong say responsible,2.279410667909702
69,say responsible,2.279410667909702
70,recent sacramento pc user group meeting,0.524716604544908
70,user group meeting company demonstrate,0.524716604544908
70,demonstrate late speech recognition software,0.524716604544908
70,recognition software representative company,0.524716604544908
70,company ready start,0.524716604544908
70,ready start demonstration ask,0.524716604544908
70,ask room quiet,0.524716604544908
70,room quiet,0.524716604544908
70,room,0.524716604544908
70,room yelled format c return,0.524716604544908
70,c return chime yes return,0.524716604544908
70,return unfortunately software work,0.524716604544908
71,day college dean,-0.9828413942177788
71,college dean address student point,-0.9828413942177788
71,student point rule,-0.9828413942177788
71,rule female dormitory outofbound,-0.9828413942177788
71,outofbound male student,-0.9828413942177788
71,male student male dormitory,-0.9828413942177788
71,dormitory female student anybody catch break,-0.9828413942177788
71,anybody catch break rule find,-0.9828413942177788
71,find 20 time,-0.9828413942177788
71,time continue anybody catch break,-0.9828413942177788
71,catch break rule second time,-0.9828413942177788
71,second time fine 60 catch,-0.9828413942177788
71,60 catch time cost,-0.9828413942177788
71,time cost fine 180,-0.9828413942177788
71,fine 180 question,-0.9828413942177788
71,question point male student,-0.9828413942177788
71,male student crowd inquire,-0.9828413942177788
71,crowd inquire season pass,-0.9828413942177788
71,season pass,-0.9828413942177788
72,question difference george washington,2.6324214466469846
72,george washington richard nixon bill clinton,2.6324214466469846
72,bill clinton answer washington tell,2.6324214466469846
72,tell lie nixon,2.6324214466469846
72,nixon tell truth clinton,2.6324214466469846
72,truth clinton know difference,2.6324214466469846
72,know difference,2.6324214466469846
73,question stalker,0.9674685568109146
73,change light bulb answer,0.9674685568109146
73,light bulb answer replace,0.9674685568109146
73,replace bulb,0.9674685568109146
73,watch day night,0.9674685568109146
73,watch day night,0.9674685568109146
74,question know difference,-1.5582390664423886
74,difference intelligent male sasquatch,-1.5582390664423886
74,sasquatch answer actual,-1.5582390664423886
74,actual report sighting sasquatch,-1.5582390664423886
74,report sighting sasquatch,-1.5582390664423886
75,man woman,-0.4471430821737989
75,woman get,-0.4471430821737989
75,get terrible car wreck,-0.4471430821737989
75,wreck vehicle completely destroy,-0.4471430821737989
75,completely destroy buy fortunately,-0.4471430821737989
75,hurt thankfulness woman,-0.4471430821737989
75,thankfulness woman say man,-0.4471430821737989
75,man okay,-0.4471430821737989
75,okay celebrate,-0.4471430821737989
75,bottle wine,-0.4471430821737989
75,wine car let open,-0.4471430821737989
75,open woman get,-0.4471430821737989
75,woman get bottleout car,-0.4471430821737989
75,car hand man,-0.4471430821737989
75,man man take,-0.4471430821737989
75,take big drink hand,-0.4471430821737989
75,hand woman bottle woman,-0.4471430821737989
75,bottle woman close bottle,-0.4471430821737989
75,bottle man ask,-0.4471430821737989
75,man ask go,-0.4471430821737989
75,go drink woman,-0.4471430821737989
75,drink woman cleverly reply think,-0.4471430821737989
75,think wait,-0.4471430821737989
75,wait cop,-0.4471430821737989
75,cop,-0.4471430821737989
76,pro opposite con,2.34440755846972
76,con congress opposite,2.34440755846972
76,opposite progress,2.34440755846972
77,question difference government,0.6437949243783646
77,government mafia answer,0.6437949243783646
77,organize,0.6437949243783646
78,question wonder irs call,1.656368502316006
78,irs call form 1040 answer,1.656368502316006
78,answer 50 earn,1.656368502316006
78,earn 10,1.656368502316006
78,10 40,1.656368502316006
79,question hear dyslexic devil,-0.144977832135759
79,dyslexic devil worshiper answer sell,-0.144977832135759
79,sell soul santa,-0.144977832135759
80,hillary bill clinton pope sit,1.0265016924812802
80,pope sit airplane bill,1.0265016924812802
80,airplane bill say throw,1.0265016924812802
80,throw thousand dollar bill,1.0265016924812802
80,bill plane,1.0265016924812802
80,person happy hillary say,1.0265016924812802
80,happy hillary say throw 10,1.0265016924812802
80,throw 10 dollar bill,1.0265016924812802
80,plane 10 people,1.0265016924812802
80,10 people happy pope chip,1.0265016924812802
80,pope chip say,1.0265016924812802
80,say throw bill,1.0265016924812802
80,airplane,1.0265016924812802
80,country happy,1.0265016924812802
81,asian man go new york,1.7482284967845654
81,new york citybank exchange 10000 yen,1.7482284967845654
81,exchange 10000 yen american currency teller,1.7482284967845654
81,currency teller give 72 00,1.7482284967845654
81,72 00 month asian man,1.7482284967845654
81,asian man go bank,1.7482284967845654
81,bank 10000 yen receive,1.7482284967845654
81,yen receive 62 00 ask,1.7482284967845654
81,ask come 62 00,1.7482284967845654
81,62 00 teller say fluctuation fluctuation,1.7482284967845654
81,fluctuation fluctuation asian man look,1.7482284967845654
81,man look teller say,1.7482284967845654
81,say fluk amelican,1.7482284967845654
82,question computer programmer,0.6248744558064188
82,computer programmer shower day,0.6248744558064188
82,shower day long answer,0.6248744558064188
82,shampoo label,0.6248744558064188
82,say rinse lather repeat,0.6248744558064188
83,woman say place,1.9689874739039663
83,place mess cmon,1.9689874739039663
83,need clean,1.9689874739039663
83,clean stuff lie,1.9689874739039663
83,lie floor,1.9689874739039663
83,clothe wear,1.9689874739039663
83,wear laundry,1.9689874739039663
83,laundry right man,1.9689874739039663
83,man hear blah blah blah blah,1.9689874739039663
83,blah blah blah cmon blah blah blah blah,1.9689874739039663
83,blah blah blah blah blah,1.9689874739039663
83,blah blah blah blah floor,1.9689874739039663
83,floor blah blah blah blah,1.9689874739039663
83,blah blah clothe blah blah blah blah,1.9689874739039663
83,blah blah blah right,1.9689874739039663
84,question difference mechanical engineer,0.5243341958598727
84,mechanical engineer civil engineer answer mechanical,0.5243341958598727
84,engineer answer mechanical engineer build weapon civil engineer,0.5243341958598727
84,weapon civil engineer build target,0.5243341958598727
85,question president,0.6312271655863287
85,screw light bulb,0.6312271655863287
85,light bulb answer depend,0.6312271655863287
85,depend definition screw light,0.6312271655863287
85,screw light bulb,0.6312271655863287
86,neutron walk bar order,0.2703050797975866
86,bar order drink,0.2703050797975866
86,owe neutron,0.2703050797975866
86,neutron ask bartender reply,0.2703050797975866
86,reply charge,0.2703050797975866
87,man recently complete routine physical examination,1.851524922348765
87,routine physical examination receive phone,1.851524922348765
87,phone doctor doctor say,1.851524922348765
87,doctor say good news,1.851524922348765
87,good news bad news,1.851524922348765
87,bad news man say ok,1.851524922348765
87,ok good news,1.851524922348765
87,news doctor say good news,1.851524922348765
87,good news 24 hour,1.851524922348765
87,24 hour live man reply,1.851524922348765
87,man reply shit good,1.851524922348765
87,good news,1.851524922348765
87,bad news doctor say,1.851524922348765
87,doctor say bad news,1.851524922348765
87,news forgot yesterday,1.851524922348765
87,forgot yesterday,1.851524922348765
88,czechoslovakian man feel eyesight grow,1.9654779589080735
88,eyesight grow steadily worse feel,1.9654779589080735
88,feel time,1.9654779589080735
88,optometrist doctor start,1.9654779589080735
88,doctor start simple testing,1.9654779589080735
88,simple testing show standard eye,1.9654779589080735
88,standard eye chart letter diminish,1.9654779589080735
88,letter diminish size crkbnwxskzy read,1.9654779589080735
88,read doctor ask read,1.9654779589080735
88,doctor ask read czech answer doc,1.9654779589080735
88,answer doc know,1.9654779589080735
89,radio conversation naval ship,3.3480262192437515
89,naval ship canadian authority americans,3.3480262192437515
89,authority americans divert course 15 degree,3.3480262192437515
89,course 15 degree north avoid,3.3480262192437515
89,north avoid collision canadian recommend,3.3480262192437515
89,canadians recommend divert course 15 degree,3.3480262192437515
89,course 15 degree south avoid,3.3480262192437515
89,south avoid collision americans,3.3480262192437515
89,americans captain,3.3480262192437515
89,navy ship,3.3480262192437515
89,divert course canadian,3.3480262192437515
89,course canadian divert,3.3480262192437515
89,divert course americans,3.3480262192437515
89,americans aircraft carrier uss lincoln,3.3480262192437515
89,carrier uss lincoln second large ship,3.3480262192437515
89,large ship united states atlantic fleet,3.3480262192437515
89,states atlantic fleet accompany,3.3480262192437515
89,accompany destroyer cruiser numerous,3.3480262192437515
89,cruiser numerous support vessel demand,3.3480262192437515
89,demand change course 15,3.3480262192437515
89,course 15 degree north,3.3480262192437515
89,degree north countermeasure,3.3480262192437515
89,north countermeasure undertake ensure,3.3480262192437515
89,undertake ensure safety ship,3.3480262192437515
89,ship canadian lighthouse,3.3480262192437515
89,lighthouse,3.3480262192437515
90,country guy go city bar,0.3693819553899795
90,city bar dress code,0.3693819553899795
90,dress code maitre d demand,0.3693819553899795
90,maitre d demand wear tie discourage,0.3693819553899795
90,tie discourage guy go,0.3693819553899795
90,go car sulk inspiration,0.3693819553899795
90,sulk inspiration strike get jumper,0.3693819553899795
90,get jumper cable trunk,0.3693819553899795
90,trunk wrap,0.3693819553899795
90,neck sort like,0.3693819553899795
90,like string tie bulky string,0.3693819553899795
90,bulky string tie sure,0.3693819553899795
90,sure return bar,0.3693819553899795
90,bar maitre d reluctant,0.3693819553899795
90,reluctant say guy okay,0.3693819553899795
90,guy okay pretty resourceful,0.3693819553899795
90,pretty resourceful fellow come,0.3693819553899795
90,come start,0.3693819553899795
90,start,0.3693819553899795
91,question programmer,1.907075570841693
91,change lightbulb answer,1.907075570841693
91,lightbulb answer hardware problem,1.907075570841693
91,hardware problem,1.907075570841693
92,panda bear walk bar sit,1.1217818421796928
92,bar sit table,1.1217818421796928
92,table order beer,1.1217818421796928
92,beer double cheeseburger,1.1217818421796928
92,finish eat pull,1.1217818421796928
92,pull gun rip,1.1217818421796928
92,rips place gunfire patron scatter,1.1217818421796928
92,gunfire patron scatter dive chair,1.1217818421796928
92,chair table bear run,1.1217818421796928
92,bear run door ensure,1.1217818421796928
92,door ensure hurt,1.1217818421796928
92,hurt bartender race,1.1217818421796928
92,race door call,1.1217818421796928
92,call bear hell,1.1217818421796928
92,hell,1.1217818421796928
92,bear call,1.1217818421796928
92,panda bear look,1.1217818421796928
92,bear look dictionary,1.1217818421796928
92,dictionary bartender return pull,1.1217818421796928
92,pull dictionary panda panda n zool,1.1217818421796928
92,panda n zool small asiatic mammal ailurus,1.1217818421796928
92,asiatic mammal ailurus fulgen have fine soft fur,1.1217818421796928
92,fine soft fur relate,1.1217818421796928
92,relate bear inhabit mountain,1.1217818421796928
92,inhabit mountain northern india eat shoot,1.1217818421796928
92,india eat shoot leave,1.1217818421796928
93,early morning mother go,2.250617967078955
93,go sleep son wake,2.250617967078955
93,wake wake son,2.250617967078955
93,son time,2.250617967078955
93,school mama,2.250617967078955
93,mama want,2.250617967078955
93,want school,2.250617967078955
93,reason,2.250617967078955
93,want school,2.250617967078955
93,school child hate,2.250617967078955
93,child hate teacher,2.250617967078955
93,teacher hate oh,2.250617967078955
93,oh reason come,2.250617967078955
93,come school,2.250617967078955
93,school good reason,2.250617967078955
93,good reason,2.250617967078955
93,school fiftytwo,2.250617967078955
93,fiftytwo year old,2.250617967078955
93,principal school,2.250617967078955
93,principal school,2.250617967078955
94,reach end job interview,1.0829639317180615
94,job interview human resource person ask,1.0829639317180615
94,person ask young engineer fresh,1.0829639317180615
94,fresh stanford start salary,1.0829639317180615
94,start salary look,1.0829639317180615
94,look engineer say neighborhood,1.0829639317180615
94,neighborhood 125000 year depend,1.0829639317180615
94,year depend benefit package,1.0829639317180615
94,benefit package interviewer say,1.0829639317180615
94,package,1.0829639317180615
94,package 5weeks vacation 14 pay,1.0829639317180615
94,vacation 14 pay holiday medical dental,1.0829639317180615
94,medical dental company match retirement fund,1.0829639317180615
94,retirement fund 50 salary,1.0829639317180615
94,salary company car lease 2,1.0829639317180615
94,lease 2 year red corvette,1.0829639317180615
94,red corvette engineer sit straight,1.0829639317180615
94,sit straight say wow,1.0829639317180615
94,wow kidding interviewer reply,1.0829639317180615
94,interviewer reply yeah start,1.0829639317180615
94,yeah start,1.0829639317180615
95,atom walk street,1.0349811286435362
95,street atom say,1.0349811286435362
95,say oh,1.0349811286435362
95,lose electron second,1.0349811286435362
95,electron second atom saysare sure,1.0349811286435362
95,sure reply positive,1.0349811286435362
95,reply positive,1.0349811286435362
96,think criticize walk,1.3730266660650634
96,walk mile shoe,1.3730266660650634
96,shoe criticize,1.3730266660650634
96,criticize mile,1.3730266660650634
96,mile away shoe,1.3730266660650634
96,away shoe,1.3730266660650634
97,attorney go diner order,1.4891062245078914
97,diner order drink produce,1.4891062245078914
97,produce sandwich briefcase,1.4891062245078914
97,briefcase start eat owner,1.4891062245078914
97,eat owner concern march,1.4891062245078914
97,concerned march tell,1.4891062245078914
97,tell eat sandwich,1.4891062245078914
97,sandwich attorney look,1.4891062245078914
97,attorney look shrugged,1.4891062245078914
97,shrug shoulder exchange sandwich,1.4891062245078914
97,shoulder exchange sandwich,1.4891062245078914
98,teacher explain class,0.8698643649815045
98,class different language use negative differently,0.8698643649815045
98,use negative differently say language,0.8698643649815045
98,language positive follow,0.8698643649815045
98,follow negative negative follow,0.8698643649815045
98,negative follow positive make,0.8698643649815045
98,positive make negative language,0.8698643649815045
98,language negative positive,0.8698643649815045
98,positive,0.8698643649815045
98,negative,0.8698643649815045
98,language positive,0.8698643649815045
98,positive negative,0.8698643649815045
98,student put hand,0.8698643649815045
98,hand say yeah right,0.8698643649815045
99,age womanhood 1 age,-0.0361889770570985
99,age 13 18,-0.0361889770570985
99,18 like africa virgin unexplore,-0.0361889770570985
99,virgin unexplore 2 age,-0.0361889770570985
99,age 19 35,-0.0361889770570985
99,35 like asia hot exotic,-0.0361889770570985
99,hot exotic 3 age,-0.0361889770570985
99,age 36 45,-0.0361889770570985
99,45 like america fully explore breathtakingly,-0.0361889770570985
99,fully explore breathtakingly beautifuland free resource,-0.0361889770570985
99,resource 4 age,-0.0361889770570985
99,age 46 56,-0.0361889770570985
99,56 like europe exhaust,-0.0361889770570985
99,exhaust point interest 5,-0.0361889770570985
99,interest 5 56 like,-0.0361889770570985
99,like australia everybody know,-0.0361889770570985
99,know give,-0.0361889770570985
99,give damn,-0.0361889770570985
100,bus station bus stop,1.1168123525187237
100,bus stop train station,1.1168123525187237
100,station train stop,1.1168123525187237
100,stops desk work,1.1168123525187237
100,work station,1.1168123525187237
